"mode","run","tile","out_name","year","original","mean_height","mean_change","mean_abs_change","relative_mean_change","relative_mean_abs_change","mae","rmse","correlation","SD","sd_change","relative_sd_change","band","increment","decrease","Colour","time_min"
"spectral","2026-06-18_spectral_g20","33NTG","33NTG_spectral_B04_D_5","2020",FALSE,23.7612788615927,1.48128643690774,1.57958197150036,6.64850511917841,7.08968809949087,1.57958197150036,1.98801780118638,0.998004408444933,16.5781510571728,0.846829250455446,5.38307753703089,"B04",0.05,"True","Red",7.9653084119161
"spectral","2026-06-18_spectral_g20","35VML","35VML_spectral_B04_D_5","2020",FALSE,2.66960742712452,-0.0100608092255912,0.19113797329723,-0.375449807148315,7.13289692747834,0.19113797329723,0.438812964636784,0.971833898636897,1.85169891768344,0.00716038408971986,0.388193792610517,"B04",0.05,"True","Red",7.90031081438065
"spectral","2026-06-18_spectral_g20","49NHC","49NHC_spectral_B04_D_5","2020",FALSE,40.45553151246,0.351829930268714,0.709901990905726,0.877300389710035,1.77016575253235,0.709901990905726,1.03696473230318,0.988562283291369,6.3621776316827,-0.102932618260982,-1.5921247168504,"B04",0.05,"True","Red",6.27313286860784
"spectral","2026-06-18_spectral_g20","32TMT","32TMT_spectral_B05_D_5","2020",FALSE,16.2109921434125,0.219109635956709,0.865577746706293,1.37013035116132,5.4126069667079,0.865577746706293,1.18088451987029,0.99683987946312,10.5972277946153,0.832131002434018,8.52148237895902,"B05",0.05,"True","RedEdge",19.9950403014819
"spectral","2026-06-18_spectral_g20","33NTG","33NTG_spectral_B05_D_5","2020",FALSE,22.4096730537504,0.12968062906549,0.539647185539709,0.582049699989177,2.422115659886,0.539647185539709,0.818561221127521,0.998732973690043,15.5485729533658,-0.182748853351548,-1.16168784541368,"B05",0.05,"True","RedEdge",7.91732742389043
"spectral","2026-06-18_spectral_g20","35VML","35VML_spectral_B05_D_5","2020",FALSE,2.66709556744248,-0.0125726689076395,0.519190542690274,-0.469187518704343,19.3751799438219,0.519190542690274,0.777095885770678,0.926743731696953,1.35799517067699,-0.486543362916732,-26.3775114509968,"B05",0.05,"True","RedEdge",9.60500025351842
"spectral","2026-06-18_spectral_g20","49NHC","49NHC_spectral_B05_D_5","2020",FALSE,40.4849557753572,0.381254193165852,0.610371253124414,0.950670831181213,1.52198233340999,0.610371253124414,0.863168505783446,0.993126337538141,6.58521322029087,0.12010297034719,1.8577095471533,"B05",0.05,"True","RedEdge",6.8421648979187
"spectral","2026-06-18_spectral_g20","32TMT","32TMT_spectral_B08_D_5","2020",FALSE,16.2758498644916,0.283967357035845,0.541890458135226,1.77569686935514,3.38853451357328,0.541890458135226,0.836081958215718,0.996994021593449,9.95015945805472,0.18506266587347,1.89514420401493,"B08",0.05,"True","NIR",21.2745637814204
"spectral","2026-06-18_spectral_g20","33NTG","33NTG_spectral_B08_D_5","2020",FALSE,20.4002113185666,-1.87978110611837,2.65762780397256,-8.43708144189351,11.9283155636447,2.65762780397256,3.15371980008072,0.996140489717244,13.5479202644336,-2.18340154228382,-13.8793266650454,"B08",0.05,"True","NIR",8.26215936342875
"spectral","2026-06-18_spectral_g20","35VML","35VML_spectral_B08_D_5","2020",FALSE,2.9028518799377,0.223183643587589,0.628499823626865,8.32877893464825,23.4543894315411,0.628499823626865,0.94181865840976,0.907355547669841,2.15945158977038,0.314913056176664,17.072728514005,"B08",0.05,"True","NIR",8.17308615048726
"spectral","2026-06-18_spectral_g20","49NHC","49NHC_spectral_B08_D_5","2020",FALSE,38.568075851137,-1.5356257310543,1.56579610762502,-3.82913713814441,3.90436804048118,1.56579610762502,1.77552800653891,0.990567212829686,6.3064753887685,-0.158634861175178,-2.45370697547749,"B08",0.05,"True","NIR",6.12645086844762
"spectral","2026-06-18_spectral_g20","32TMT","32TMT_spectral_B8A_D_5","2020",FALSE,16.0610981168985,0.0692156094427041,0.243012660078571,0.432817145889074,1.51960008438827,0.243012660078571,0.501543739436022,0.998752410950856,9.65819986964611,-0.106896922535132,-1.09468369653768,"B8A",0.05,"True","NIR2",19.8730414668719
"spectral","2026-06-18_spectral_g20","33NTG","33NTG_spectral_B8A_D_5","2020",FALSE,23.1546661081699,0.874673683484986,2.92251451714033,3.92582576695986,13.1172150395453,2.92251451714033,3.89249279473198,0.987507662719416,12.6639129467129,-3.06740886000453,-19.498735692348,"B8A",0.05,"True","NIR2",8.35434574683507
"spectral","2026-06-18_spectral_g20","35VML","35VML_spectral_B8A_D_5","2020",FALSE,3.46349033579801,0.783822099447892,0.958607048266025,29.2507142792986,35.7733481802849,0.958607048266025,1.27433424580096,0.842283217760323,1.40879510638533,-0.435743427208386,-23.6234385605069,"B8A",0.05,"True","NIR2",7.54950036605199
"spectral","2026-06-18_spectral_g20","49NHC","49NHC_spectral_B8A_D_5","2020",FALSE,39.9799213521114,-0.123780230079937,0.590503367853288,-0.308650386863301,1.4724410579484,0.590503367853288,0.881877363434629,0.991319920427462,6.60879616533837,0.143685915394686,2.22248205892448,"B8A",0.05,"True","NIR2",7.13280020952225
"spectral","2026-06-18_spectral_g20","32TMT","32TMT_spectral_B11_D_5","2020",FALSE,16.0075256471666,0.0156431397108676,0.186793023180944,0.0978192511330323,1.16804899669477,0.186793023180944,0.432864607716461,0.999092027079133,9.63773005670047,-0.127366735480775,-1.3043059192486,"B11",0.05,"True","SWIR1",21.1135448694229
"spectral","2026-06-18_spectral_g20","33NTG","33NTG_spectral_B11_D_5","2020",FALSE,22.6382421888071,0.358249764122171,0.470087158809873,1.60794383271536,2.10990717523334,0.470087158809873,0.719644513017571,0.999252374333081,15.5793925382834,-0.151929268434015,-0.965775605512949,"B11",0.05,"True","SWIR1",8.89073253075282
"spectral","2026-06-18_spectral_g20","35VML","35VML_spectral_B11_D_5","2020",FALSE,2.96252191326048,0.282853676910364,0.286064686004086,10.5555483724966,10.675376978522,0.286064686004086,0.535055720662549,0.971454477021401,1.91357601637051,0.0690374827767914,3.74280512547957,"B11",0.05,"True","SWIR1",9.2495822707812
"spectral","2026-06-18_spectral_g20","49NHC","49NHC_spectral_B11_D_5","2020",FALSE,40.4402977273534,0.336596145162098,0.380639813885607,0.839314407105922,0.94913885469025,0.380639813885607,0.623160799825607,0.996793109921653,6.5302920269146,0.0651817769709195,1.00820828185393,"B11",0.05,"True","SWIR1",7.70102985699971
"spectral","2026-06-18_spectral_g20","32TMT","32TMT_spectral_B12_D_5","2020",FALSE,16.155399916509,0.16351740905321,0.564338712463055,1.02250256639251,3.52890732032297,0.564338712463055,0.790974340712343,0.997677075625557,9.34693592986784,-0.418160862313403,-4.28219884771872,"B12",0.05,"True","SWIR2",22.1643219987551
"spectral","2026-06-18_spectral_g20","33NTG","33NTG_spectral_B12_D_5","2020",FALSE,22.2025350658104,-0.0774573588745149,0.078240095038363,-0.34765433218324,0.351167511851025,0.078240095038363,0.279714309677489,0.999856060516149,15.6973891523535,-0.0339326543638681,-0.215701228293344,"B12",0.05,"True","SWIR2",8.12939165830612
"spectral","2026-06-18_spectral_g20","35VML","35VML_spectral_B12_D_5","2020",FALSE,3.19392157955469,0.51425334320457,0.571343887648912,19.1909332740764,21.3214412104657,0.571343887648912,0.886799560714944,0.969329225694625,2.35050736661635,0.505968833022634,27.4306458665764,"B12",0.05,"True","SWIR2",8.31893577178319
"spectral","2026-06-18_spectral_g20","49NHC","49NHC_spectral_B12_D_5","2020",FALSE,40.073541445423,-0.030160136768302,0.0304053778201181,-0.0752053690268208,0.07581688627371,0.0304053778201181,0.17437137901651,0.999647134093185,6.46109200898577,-0.00401824095791614,-0.0621527058715069,"B12",0.05,"True","SWIR2",6.88060887654622
"spectral","2026-06-18_spectral_g20","32TMT","32TMT_spectral_B02_D_10","2020",FALSE,16.5288450828783,0.53696257542251,0.773240672047634,3.35771961288589,4.83520731025339,0.773240672047634,1.02877691319519,0.996632812424909,9.37310071290121,-0.391996079280032,-4.01425697688831,"B02",0.1,"True","Blue",22.5814489165942
"spectral","2026-06-18_spectral_g20","33NTG","33NTG_spectral_B02_D_10","2020",FALSE,26.2462269072825,3.96623448259756,4.00716408027699,17.8017766209076,17.9854822384826,4.00716408027699,4.66838808027733,0.994905450061884,17.5347149421322,1.80339313541479,11.4637101546339,"B02",0.1,"True","Blue",8.25206303993861
"spectral","2026-06-18_spectral_g20","35VML","35VML_spectral_B02_D_10","2020",FALSE,3.45706343543724,0.777395199087123,0.850395969684552,29.0108748740473,31.7351214657396,0.850395969684552,1.27338235593035,0.916331196226422,2.37696922124571,0.532430687651995,28.8652515496469,"B02",0.1,"True","Blue",8.82725079059601
"spectral","2026-06-18_spectral_g20","49NHC","49NHC_spectral_B02_D_10","2020",FALSE,41.2815613562091,1.17785977401775,1.47221618448205,2.93703505548925,3.67102318838273,1.47221618448205,2.07136712374315,0.966533891262546,5.8583493270662,-0.606760922877478,-9.38515971762065,"B02",0.1,"True","Blue",6.82358903090159
"spectral","2026-06-18_spectral_g20","32TMT","32TMT_spectral_B03_D_10","2020",FALSE,16.0304322128093,0.0385497053535104,0.484482986168486,0.241057957595284,3.02955568828504,0.484482986168486,0.789205204301363,0.99735388353766,9.39665773589136,-0.368439056289885,-3.77302001332837,"B03",0.1,"True","Green",19.150454723835
"spectral","2026-06-18_spectral_g20","33NTG","33NTG_spectral_B03_D_10","2020",FALSE,20.3963513822247,-1.88364104246023,4.3584945378409,-8.45440611718193,19.5623699270739,4.3584945378409,4.92304504058718,0.984034701673677,11.8955689489461,-3.83575285777124,-24.3829024979538,"B03",0.1,"True","Green",8.82077347437541
"spectral","2026-06-18_spectral_g20","35VML","35VML_spectral_B03_D_10","2020",FALSE,4.87103306426918,2.19136482791906,2.26607827971297,81.7774677548832,84.5656282734282,2.26607827971297,2.86160133888174,0.707846127638353,2.60529577592943,0.760757242335715,41.243770649428,"B03",0.1,"True","Green",9.56404240926107
"spectral","2026-06-18_spectral_g20","49NHC","49NHC_spectral_B03_D_10","2020",FALSE,37.3184583254891,-2.78524325670223,2.83351056466127,-6.94510268832406,7.0654589299047,2.83351056466127,3.19016342906555,0.971033394752177,6.45994109029036,-0.00516915965332387,-0.079954702294039,"B03",0.1,"True","Green",6.00242081880569
"spectral","2026-06-18_spectral_g20","32TMT","32TMT_spectral_B04_D_10","2020",FALSE,16.2541197948618,0.262237287406034,0.712039774385686,1.63981499541266,4.45250753970783,0.712039774385686,0.955338955767164,0.997576295661785,10.3596761106604,0.594579318479118,6.08882155633304,"B04",0.1,"True","Red",20.9084548870722
"spectral","2026-06-18_spectral_g20","33NTG","33NTG_spectral_B04_D_10","2020",FALSE,24.6821314667652,2.40213904208026,2.50548489420786,10.78159721194,11.245447693384,2.50548489420786,3.15659076151214,0.994557600937683,16.8734734049105,1.14215159819312,7.26036637115526,"B04",0.1,"True","Red",8.18618809779485
"spectral","2026-06-18_spectral_g20","35VML","35VML_spectral_B04_D_10","2020",FALSE,2.69832057028741,0.0186523339372897,0.362946858366312,0.696068777629555,13.5444699251527,0.362946858366312,0.629721094356767,0.940567750198522,1.79658239769084,-0.0479561359028742,-2.5998988380818,"B04",0.1,"True","Red",10.1299067815145
"spectral","2026-06-18_spectral_g20","49NHC","49NHC_spectral_B04_D_10","2020",FALSE,39.7533021035613,-0.350399478630045,1.21955731339323,-0.873733507895555,3.0410093464659,1.21955731339323,1.6308682938263,0.969369369003125,6.14221655492365,-0.322893695020028,-4.99440353740047,"B04",0.1,"True","Red",8.20078289111455
"spectral","2026-06-18_spectral_g20","32TMT","32TMT_spectral_B05_D_10","2020",FALSE,16.2832093477935,0.291326840337728,1.70927330256106,1.82171698799003,10.6883808192323,1.70927330256106,2.23869758192371,0.989643678784465,11.3850198042363,1.61992301205502,16.588908912322,"B05",0.1,"True","RedEdge",22.501956152916
"spectral","2026-06-18_spectral_g20","33NTG","33NTG_spectral_B05_D_10","2020",FALSE,21.2065723767491,-1.07342004793586,1.81334821364279,-4.81786540800873,8.13890857356714,1.81334821364279,2.25491696003278,0.995547673062743,14.3445989924782,-1.38672281423921,-8.81504320664951,"B05",0.1,"True","RedEdge",7.79572393099467
"spectral","2026-06-18_spectral_g20","35VML","35VML_spectral_B05_D_10","2020",FALSE,2.82567573231698,0.146007495966867,0.884781236609565,5.44871540387921,33.0183126630144,0.884781236609565,1.16141017169322,0.817072646910385,1.06366998125448,-0.780868552339241,-42.3340872590974,"B05",0.1,"True","RedEdge",8.65433657566706
"spectral","2026-06-18_spectral_g20","49NHC","49NHC_spectral_B05_D_10","2020",FALSE,39.0357042849672,-1.0679972972241,1.28043154694291,-2.66308907928428,3.19280140342832,1.28043154694291,1.68329120925477,0.980617332289714,6.63687492737317,0.171764677429485,2.656794250817,"B05",0.1,"True","RedEdge",6.07831058104833
"spectral","2026-06-18_spectral_g20","32TMT","32TMT_spectral_B08_D_10","2020",FALSE,16.5991374224253,0.607254914969527,1.10278376944381,3.79726973785864,6.89589714612818,1.10278376944381,1.51842206483235,0.991044916337634,10.1640980752635,0.399001283082272,4.08599414397762,"B08",0.1,"True","NIR",21.271564078331
"spectral","2026-06-18_spectral_g20","33NTG","33NTG_spectral_B08_D_10","2020",FALSE,20.2385715228798,-2.04142090180517,7.62297997927838,-9.16257448787727,34.2144639637873,7.62297997927838,8.2135406522573,0.968092169644763,8.31893824080228,-7.41238356591511,-47.1186315872705,"B08",0.1,"True","NIR",7.85984897216161
"spectral","2026-06-18_spectral_g20","35VML","35VML_spectral_B08_D_10","2020",FALSE,4.55468668897727,1.87501845262716,2.05470125690165,69.9720371049013,76.6774494330795,2.05470125690165,2.63298156044498,0.597018155172997,2.20904401086166,0.364505477267937,19.7613370840115,"B08",0.1,"True","NIR",8.57091269493103
"spectral","2026-06-18_spectral_g20","49NHC","49NHC_spectral_B08_D_10","2020",FALSE,36.3184008762079,-3.7853007059834,3.82732019183982,-9.4387813509572,9.54355842688446,3.82732019183982,4.06563657338112,0.975389571780384,5.89502801627705,-0.570082233666637,-8.81782694535802,"B08",0.1,"True","NIR",6.44679034948349
"spectral","2026-06-18_spectral_g20","32TMT","32TMT_spectral_B8A_D_10","2020",FALSE,16.3286079943282,0.336725486872396,0.548983229046625,2.1056025562682,3.43288683362122,0.548983229046625,0.848432302627695,0.99705764002054,9.52158783501016,-0.243508957171082,-2.4936666000695,"B8A",0.1,"True","NIR2",20.8980108420054
"spectral","2026-06-18_spectral_g20","33NTG","33NTG_spectral_B8A_D_10","2020",FALSE,23.100717982258,0.82072555757307,5.8790699359071,3.68368867425535,26.3872169426478,5.8790699359071,6.90430407484755,0.967921537024779,9.62549954210551,-6.10582226461188,-38.8131546708596,"B8A",0.1,"True","NIR2",8.57329161167145
"spectral","2026-06-18_spectral_g20","35VML","35VML_spectral_B8A_D_10","2020",FALSE,4.30099787646727,1.62132964011716,1.82398125755853,60.5048646740507,68.0674283784812,1.82398125755853,2.23687155055275,0.564447023765687,1.27893321511647,-0.565605318477246,-30.6637843653651,"B8A",0.1,"True","NIR2",8.12936713695526
"spectral","2026-06-18_spectral_g20","49NHC","49NHC_spectral_B8A_D_10","2020",FALSE,39.4281801845283,-0.675521397662997,1.16783031751943,-1.68443652583674,2.91202625055943,1.16783031751943,1.56028987100275,0.976298663637368,6.45447920205532,-0.0106310478883644,-0.164437225002575,"B8A",0.1,"True","NIR2",6.9468185822169
"spectral","2026-06-18_spectral_g20","32TMT","32TMT_spectral_B11_D_10","2020",FALSE,16.0396762650518,0.0477937575960574,0.372550181327073,0.298862610913849,2.32962055063488,0.372550181327073,0.634500868658779,0.998196968982637,9.50926021967257,-0.255836572508674,-2.61990820934328,"B11",0.1,"True","SWIR1",20.1826535860697
"spectral","2026-06-18_spectral_g20","33NTG","33NTG_spectral_B11_D_10","2020",FALSE,23.0114435426316,0.731451117946659,0.986594304461896,3.28299536195647,4.42816265668388,0.986594304461896,1.30322824111009,0.997984224447326,15.2913431158833,-0.439978690834065,-2.79683230843445,"B11",0.1,"True","SWIR1",8.58022121588389
"spectral","2026-06-18_spectral_g20","35VML","35VML_spectral_B11_D_10","2020",FALSE,3.31768266681543,0.638014430465309,0.644107512225059,23.8094560293153,24.0368379744791,0.644107512225059,0.848093649127834,0.960487464248361,1.99220885243264,0.147670318838917,8.00581371163933,"B11",0.1,"True","SWIR1",9.60455362002055
"spectral","2026-06-18_spectral_g20","49NHC","49NHC_spectral_B11_D_10","2020",FALSE,40.51949888446,0.415797302268636,0.578366072404978,1.03680529692869,1.4421762819565,0.578366072404978,0.851055787026705,0.993616529793652,6.56342424507035,0.0983139951266692,1.52068551541755,"B11",0.1,"True","SWIR1",7.26615422566732
"spectral","2026-06-18_spectral_g20","32TMT","32TMT_spectral_B12_D_10","2020",FALSE,16.4195897716198,0.427707264164081,1.07019939485902,2.67452730449135,6.69214143087953,1.07019939485902,1.33497980233909,0.993933579102733,9.03817948655257,-0.726917305628678,-7.44403584622642,"B12",0.1,"True","SWIR2",20.2094054500262
"spectral","2026-06-18_spectral_g20","33NTG","33NTG_spectral_B12_D_10","2020",FALSE,22.1225632410535,-0.1574291836314,0.158950509619086,-0.706594421715233,0.713422637626116,0.158950509619086,0.398685978708901,0.999737587924084,15.6615963338291,-0.0697254728882601,-0.443227045666861,"B12",0.1,"True","SWIR2",8.42208919922511
"spectral","2026-06-18_spectral_g20","35VML","35VML_spectral_B12_D_10","2020",FALSE,4.26085305974078,1.58118482339066,1.63805121320296,59.0067382947503,61.1288812168068,1.63805121320296,2.25117723932757,0.925748859532041,3.15020160365276,1.30566307005904,70.7853507139921,"B12",0.1,"True","SWIR2",8.51242221991221
"spectral","2026-06-18_spectral_g20","49NHC","49NHC_spectral_B12_D_10","2020",FALSE,40.0428861011704,-0.0608154810209243,0.0612360310366195,-0.151645555451496,0.152694211807651,0.0612360310366195,0.24745915023821,0.999311632492576,6.45705077873776,-0.00805947120592077,-0.124661001813402,"B12",0.1,"True","SWIR2",7.07576777935028
"spectral","2026-06-18_spectral_g20","32TMT","32TMT_spectral_B02_D_15","2020",FALSE,16.7709718647332,0.779089357277389,1.12924571174678,4.87178014792293,7.06136823616796,1.12924571174678,1.43727896764155,0.993756404016286,9.18281636620052,-0.582280425980731,-5.96287408484218,"B02",0.15,"True","Blue",19.8513571341832
"spectral","2026-06-18_spectral_g20","33NTG","33NTG_spectral_B02_D_15","2020",FALSE,26.7620805139795,4.48208808929455,4.526362268685,20.1170988026399,20.3158160128908,4.526362268685,5.12346300173935,0.992482556837057,17.1795854050715,1.44826359835411,9.20624227352399,"B02",0.15,"True","Blue",8.86689009269079
"spectral","2026-06-18_spectral_g20","35VML","35VML_spectral_B02_D_15","2020",FALSE,3.74563672634116,1.06596848999104,1.13631587335927,39.7798681019916,42.4050954496893,1.13631587335927,1.4882077139095,0.884367092532629,2.21187373466537,0.367335201071654,19.9147480186263,"B02",0.15,"True","Blue",7.47455074389776
"spectral","2026-06-18_spectral_g20","49NHC","49NHC_spectral_B02_D_15","2020",FALSE,41.4249846569194,1.32128307472808,1.81956076212323,3.29466613454658,4.53713919248599,1.81956076212323,2.62387561081347,0.937862125087673,5.73798151997599,-0.727128729967696,-11.2469656642596,"B02",0.15,"True","Blue",7.69170192082723
"spectral","2026-06-18_spectral_g20","32TMT","32TMT_spectral_B03_D_15","2020",FALSE,16.0646123350078,0.0727298275520738,0.7452575619944,0.454792157947418,4.66022409586204,0.7452575619944,1.0891346912001,0.995255162546821,9.19135086575692,-0.573745926424325,-5.87547608215941,"B03",0.15,"True","Green",21.011639547348
"spectral","2026-06-18_spectral_g20","33NTG","33NTG_spectral_B03_D_15","2020",FALSE,19.6776203422058,-2.60237208247918,6.71089797550842,-11.6803095480226,30.1207372407952,6.71089797550842,7.38126761255328,0.965132904880215,9.63716964883973,-6.09415215787766,-38.7389707791459,"B03",0.15,"True","Green",7.43520776430766
"spectral","2026-06-18_spectral_g20","35VML","35VML_spectral_B03_D_15","2020",FALSE,6.43866315294433,3.75899491659422,3.85224132024249,140.278369747526,143.758143936859,3.85224132024249,4.66035835673893,0.469559763720661,3.08799880197813,1.24346026838441,67.4130816861697,"B03",0.15,"True","Green",7.89655446211497
"spectral","2026-06-18_spectral_g20","49NHC","49NHC_spectral_B03_D_15","2020",FALSE,35.6752211099157,-4.42848047227564,4.47839565257884,-11.0425728737274,11.1670381433507,4.47839565257884,4.97934808514297,0.940136614953267,6.65076261030948,0.1856523603658,2.87160393540725,"B03",0.15,"True","Green",7.84192515214284
"spectral","2026-06-18_spectral_g20","32TMT","32TMT_spectral_B04_D_15","2020",FALSE,16.2912988706656,0.299416363209804,0.991843865730633,1.87230216999287,6.20217079051333,0.991843865730633,1.27531536022823,0.995750441346521,10.5768578093674,0.811761017186157,8.31288244716756,"B04",0.15,"True","Red",22.0054424246152
"spectral","2026-06-18_spectral_g20","33NTG","33NTG_spectral_B04_D_15","2020",FALSE,25.2056536287837,2.92566120409881,2.9944894216518,13.1313384148971,13.4402622971006,2.9944894216518,3.78978179689521,0.990942035228441,16.7464232963944,1.01510148967699,6.45274123909625,"B04",0.15,"True","Red",9.6375461657842
"spectral","2026-06-18_spectral_g20","35VML","35VML_spectral_B04_D_15","2020",FALSE,2.78350218764361,0.103833951293497,0.528325366375439,3.87488084849361,19.716073773933,0.528325366375439,0.810261473659616,0.900281823801323,1.69265331961039,-0.151885213983328,-8.23432046645343,"B04",0.15,"True","Red",8.7512561917305
"spectral","2026-06-18_spectral_g20","49NHC","49NHC_spectral_B04_D_15","2020",FALSE,37.7511766397392,-2.35252494245209,2.77639898419387,-5.86610424883265,6.92304918164155,2.77639898419387,3.217140259125,0.942264397483587,5.73334483391212,-0.731765416031561,-11.31868425659,"B04",0.15,"True","Red",7.77639991044998
"spectral","2026-06-18_spectral_g20","32TMT","32TMT_spectral_B05_D_15","2020",FALSE,16.117722562552,0.125840055096251,2.38551456459536,0.786899572564906,14.9170340857818,2.38551456459536,3.11695012495989,0.978577782654367,11.9345158585637,2.1694190663824,22.2160528723015,"B05",0.15,"True","RedEdge",20.7594234744708
"spectral","2026-06-18_spectral_g20","33NTG","33NTG_spectral_B05_D_15","2020",FALSE,18.6040027898925,-3.6759896347924,4.84139784930268,-16.4990614212221,21.7298002486692,4.84139784930268,5.60207326254132,0.985510401008986,12.224559832381,-3.50676197433641,-22.2915913705293,"B05",0.15,"True","RedEdge",7.47381881872813
"spectral","2026-06-18_spectral_g20","35VML","35VML_spectral_B05_D_15","2020",FALSE,3.00257232280963,0.322904086459517,1.11843188994191,12.050151659794,41.7377000171217,1.11843188994191,1.41058286022248,0.695603136530793,0.923323883814247,-0.921214649779472,-49.9428248855646,"B05",0.15,"True","RedEdge",10.1835756580035
"spectral","2026-06-18_spectral_g20","49NHC","49NHC_spectral_B05_D_15","2020",FALSE,34.9739529303322,-5.12974865185909,5.14107878490692,-12.7912099119973,12.8194619999614,5.14107878490692,5.58898160045789,0.943668872260609,6.68914833562861,0.224038085684925,3.4653405282126,"B05",0.15,"True","RedEdge",7.68418788115183
"spectral","2026-06-18_spectral_g20","32TMT","32TMT_spectral_B08_D_15","2020",FALSE,16.961199439148,0.96931693169228,1.66042575977458,6.06130598596109,10.3829287077394,1.66042575977458,2.20276382983208,0.982885546083547,10.420501416172,0.655404623990773,6.71170637566588,"B08",0.15,"True","NIR",20.4229115923246
"spectral","2026-06-18_spectral_g20","33NTG","33NTG_spectral_B08_D_15","2020",FALSE,18.8164835457756,-3.46350887890929,10.878560521768,-15.5453772734318,48.8265898587792,10.878560521768,11.6603830375603,0.91613525980979,5.23593914733053,-10.4953826593869,-66.7164704170329,"B08",0.15,"True","NIR",9.24795671701431
"spectral","2026-06-18_spectral_g20","35VML","35VML_spectral_B08_D_15","2020",FALSE,6.14351041225636,3.46384217590624,3.57143371778876,129.263844266939,133.27895107841,3.57143371778876,4.22945893070364,0.299486807980324,2.22363013373822,0.379091600144497,20.5521106358191,"B08",0.15,"True","NIR",7.52777412335078
"spectral","2026-06-18_spectral_g20","49NHC","49NHC_spectral_B08_D_15","2020",FALSE,34.1172107983903,-5.98649078380102,6.03516163749778,-14.9275267559327,15.0488892531002,6.03516163749778,6.29171664901874,0.961251897921471,5.45880660495648,-1.00630364498721,-15.5651428372157,"B08",0.15,"True","NIR",6.8192471464475
"spectral","2026-06-18_spectral_g20","32TMT","32TMT_spectral_B8A_D_15","2020",FALSE,16.6883103312054,0.696427823749623,0.910784331861005,4.35488331923983,5.69529154204564,0.910784331861005,1.27166188132727,0.99464008895126,9.37713730679358,-0.387959485387665,-3.97292001957725,"B8A",0.15,"True","NIR2",20.0402269244194
"spectral","2026-06-18_spectral_g20","33NTG","33NTG_spectral_B8A_D_15","2020",FALSE,21.734415474241,-0.545576950443984,7.3069382406027,-2.44873041267068,32.7959637567337,7.3069382406027,7.97201627858509,0.969134547788175,8.30211357409698,-7.42920823262041,-47.2255817019018,"B8A",0.15,"True","NIR2",8.47963010867437
"spectral","2026-06-18_spectral_g20","35VML","35VML_spectral_B8A_D_15","2020",FALSE,4.75552949818831,2.0758612618382,2.30351184436053,77.4670996087805,85.9625760052321,2.30351184436053,2.77153003174604,0.345245975909325,1.2495147412455,-0.595023792348216,-32.2586805052497,"B8A",0.15,"True","NIR2",9.31472508907318
"spectral","2026-06-18_spectral_g20","49NHC","49NHC_spectral_B8A_D_15","2020",FALSE,39.3398959680401,-0.763805614151217,1.47417780259957,-1.90457634586628,3.67591455262125,1.47417780259957,1.97294259274994,0.959753765473586,6.31631198385629,-0.148798266087397,-2.30155806064859,"B8A",0.15,"True","NIR2",6.36833042701085
"spectral","2026-06-18_spectral_g20","32TMT","32TMT_spectral_B11_D_15","2020",FALSE,16.0911708238167,0.0992883163609157,0.558833676232324,0.620866969943191,3.49448337912553,0.558833676232324,0.844772087461712,0.996980443994983,9.37675282692997,-0.388343965251279,-3.97685730634252,"B11",0.15,"True","SWIR1",20.5145543813705
"spectral","2026-06-18_spectral_g20","33NTG","33NTG_spectral_B11_D_15","2020",FALSE,23.3506607265257,1.07066830184077,1.52242859386787,4.80551465831975,6.83316477334663,1.52242859386787,1.96433507175945,0.995813624278767,14.8626093652201,-0.868712441497275,-5.52218340054761,"B11",0.15,"True","SWIR1",9.94052777687708
"spectral","2026-06-18_spectral_g20","35VML","35VML_spectral_B11_D_15","2020",FALSE,3.74825699246269,1.06858875611258,1.07707473156577,39.8776513307507,40.1943314084587,1.07707473156577,1.28203930442521,0.941880685678332,2.0804884113194,0.235949877725686,12.7918107119175,"B11",0.15,"True","SWIR1",8.09326493342718
"spectral","2026-06-18_spectral_g20","49NHC","49NHC_spectral_B11_D_15","2020",FALSE,40.3036213216446,0.199919739453321,0.708689456447793,0.498506949648006,1.76714225492466,0.708689456447793,1.04006490959258,0.987864424148322,6.56953390030948,0.104423650365795,1.61518746515892,"B11",0.15,"True","SWIR1",6.06528179645538
"spectral","2026-06-18_spectral_g20","32TMT","32TMT_spectral_B12_D_15","2020",FALSE,16.5800299742394,0.588147466783681,1.41666788802384,3.67778756822078,8.85866868621226,1.41666788802384,1.72616755148566,0.989696563384773,8.84056029035314,-0.924536501828106,-9.46776587579109,"B12",0.15,"True","SWIR2",22.7669805804888
"spectral","2026-06-18_spectral_g20","33NTG","33NTG_spectral_B12_D_15","2020",FALSE,22.0402243679599,-0.23976805672504,0.242014309405573,-1.07615860972821,1.08624053721596,0.242014309405573,0.491953121446122,0.999648027199084,15.6240437809356,-0.107278025781749,-0.681939045553951,"B12",0.15,"True","SWIR2",9.7113888502121
"spectral","2026-06-18_spectral_g20","35VML","35VML_spectral_B12_D_15","2020",FALSE,5.92122445054907,3.24155621419896,3.28096803917596,120.968565071853,122.439337626544,3.28096803917596,4.25975724533691,0.85507624150883,4.17012467927676,2.32558614568304,126.079564255679,"B12",0.15,"True","SWIR2",8.56799257198969
